#CustomerId,Balance,Rank
15677369,58630,138
15599433,58641,139
15644724,58663,140
15763980,58668,141
15598846,58782,142
15761076,58820,143
15791743,59272,144
15669290,59361,145
15674811,59386,146
15592300,59409,147
15584364,59486,148
15578648,59532,149
15665634,59569,150
15597930,59669,151
15656300,59697,152
15683339,59877,153
15673529,59894,154
15717629,59972,155
15628863,60014,156
15681439,60205,157
15766765,60263,158
15729668,60281,159
15638621,60375,160
15674179,60515,161
15808228,60603,162
15616555,60881,163
15664539,61172,164
15659105,61197,165
15762882,61211,166
15793424,61275,167
15770554,61297,168
15635500,61320,169
15754577,61354,170
15617136,61482,171
15612769,61582,172
15762332,61592,173
15688193,61637,174
15747288,61671,175
15764021,61687,176
15727408,61689,177
15788367,61691,178
15679200,61710,179
15628999,61811,180
15697000,61826,181
15613816,62052,182
15647725,62055,183
15684645,62078,184
15768945,62093,185
15720929,62095,186
15799358,62212,187
15813034,62277,188
15656726,62322,189
15812918,62340,190
15765300,62389,191
15630241,62391,192
15643916,62400,193
15730448,62483,194
15684999,62611,195
15646374,62718,196
15794273,62733,197
15708505,62975,198
15574119,62980,199
15574795,63093,200
15594917,63095,201
15643630,63127,202
15606274,63176,203
15652266,63227,204
15690452,63350,205
15610355,63439,206
15811565,63489,207
15613656,63493,208
15650026,63562,209
15710689,63610,210
15802381,63664,211
15702919,63669,212
15605264,63724,213
15753566,63763,214
15632125,63832,215
15713770,63874,216
15752626,64082,217
15694272,64098,218
15727299,64119,219
15758845,64345,220
15724764,64404,221
15565714,64430,222
15730044,64498,223
15758116,64647,224
15733014,64668,225
15776223,64740,226
15727198,64808,227
15792722,64898,228
15791030,64900,229
15724563,65046,230
15682890,65095,231
15690743,65190,232
15750141,65253,233
15664849,65269,234
15643575,65350,235
15804131,65407,236
15682928,65521,237
15739131,65643,238
15634628,65668,239
15616280,65733,240
15604345,65764,241
15697028,65812,242
15780954,65848,243
15596181,65942,244
15742210,65963,245
15687658,65972,246
15704788,66079,247
15681402,66102,248
15743709,66190,249
15567078,66202,250
15762455,66220,251
15801316,66251,252
15800031,66339,253
15720649,66393,254
15782100,66483,255
15605872,66573,256
15641934,66583,257
15566380,66949,258
15625675,67088,259
15631189,67112,260
15773723,67178,261
15729362,67226,262
15568506,67239,263
15600997,67495,264
15690647,67563,265
15782159,67640,266
15654409,67817,267
15738181,67996,268
15694860,68066,269
15628170,68067,270
15673084,68080,271
15656330,68138,272
15662067,68156,273
15667417,68194,274
15802585,68214,275
15736327,68239,276
15694098,68333,277
15636061,68346,278
15625445,68348,279
15577178,68375,280
15702145,68424,281
15815626,68432,282
15599289,68599,283
15598086,68640,284
15790658,68684,285
15750299,68782,286
15679961,68800,287
15751524,68807,288
15575748,68882,289
15684951,68893,290
15585928,68928,291
15814553,69000,292
15763704,69014,293
15746737,69130,294
15605835,69144,295
15756299,69311,296
15775590,69329,297
15588450,69365,298
15641490,69385,299
15609458,69413,300
15657317,69424,301
15781129,69434,302
15787222,69459,303
15692443,69479,304
15632848,69519,305
15603111,69608,306
15568120,69610,307
15790448,69617,308
15596647,69713,309
15720820,69881,310
15793070,69975,311
15811261,70106,312
15742504,70181,313
15643679,70234,314
15603550,70259,315
15803365,70264,316
15723950,70291,317
15658485,70302,318
15585768,70349,319
15773852,70363,320
15778290,70417,321
15607753,70418,322
15732674,70438,323
15639549,70541,324
15756920,70655,325
15779423,70658,326
15579166,70729,327
15608653,70731,328
15591985,70754,329
15744200,70784,330
15686219,71019,331
15609977,71027,332
15584704,71084,333
15599386,71097,334
15790336,71143,335
15791842,71187,336
15624397,71240,337
15585595,71264,338
15633181,71270,339
15775703,71281,340
15751445,71283,341
15576313,71340,342
15568164,71380,343
15611315,71433,344
15788676,71461,345
15741275,71482,346
15566156,71498,347
15676513,71554,348
15725039,71668,349
15643215,71668,350
15709780,71787,351
15794360,71817,352
15648272,71829,353
15656322,71843,354
15578738,71872,355
15789865,71903,356
15650545,71996,357
15591248,71996,358
15745375,72013,359
15682914,72080,360
15665283,72093,361
15631159,72253,362
15730735,72287,363
15766017,72309,364
15752139,72374,365
15753719,72392,366
15614847,72495,367
15718843,72510,368
15698816,72535,369
15681697,72541,370
15753462,72549,371
15641007,72594,372
15704657,72648,373
15795737,72664,374
15661007,72783,375
15675888,72788,376
15800251,72836,377
15610090,72945,378
15736778,72949,379
15794870,73023,380
15707551,73054,381
15634591,73059,382
15598892,73070,383
15576760,73088,384
15579994,73113,385
15807989,73179,386
15667216,73195,387
15806929,73195,388
15707968,73211,389
15580953,73219,390
15620981,73309,391
15627637,73314,392
15591091,73349,393
15733476,73481,394
15681476,73493,395
15637774,73494,396
15719950,73688,397
15587233,73700,398
15613699,73937,399
15697801,74129,400
15765982,74136,401
15643496,74197,402
15746035,74237,403
15770543,74260,404
15623107,74275,405
15749130,74298,406
15721433,74306,407
15659486,74310,408
15608760,74323,409
15719276,74371,410
15778345,74386,411
15648367,74430,412
15744240,74458,413
15712608,74484,414
15676895,74596,415
15678284,74624,416
15625904,74682,417
15628144,74813,418
15758831,74896,419
15790809,74897,420
15646756,74964,421
15716619,74975,422
15683213,74989,423
15624633,74990,424
15745326,75051,425
15777797,75075,426
15682355,75075,427
15634974,75150,428
15586757,75171,429
15630661,75212,430
15675518,75226,431
15715769,75238,432
15654300,75242,433
15591969,75263,434
15731267,75264,435
15671345,75303,436
15631222,75340,437
15680278,75361,438
15712772,75381,439
15670668,75396,440
15609011,75408,441
15715297,75470,442
15815530,75498,443
15771997,75499,444
15718673,75592,445
15749265,75682,446
15654964,75802,447
15647091,75888,448
15806327,75893,449
15577806,75901,450
15750769,75916,451
15798470,75991,452
15569209,76002,453
15668289,76088,454
15800961,76102,455
15593295,76166,456
15808621,76190,457
15591822,76227,458
15726103,76297,459
15749345,76319,460
15790810,76320,461
15793842,76323,462
15688251,76409,463
15590228,76467,464
15665385,76495,465
15803685,76511,466
15729599,76549,467
15656096,76554,468
15754952,76595,469
15773779,76598,470
15723013,76656,471
15583681,76666,472
15677387,76692,473
15577170,76706,474
15581115,76770,475
15773487,76799,476
15815316,76817,477
15713949,76914,478
15800434,76915,479
15806941,76962,480
15686983,76968,481
15578783,76990,482
15721719,77002,483
15596088,77066,484
15751549,77083,485
15568240,77169,486
15575185,77253,487
15637876,77254,488
15721582,77270,489
15578603,77354,490
15583221,77357,491
15674620,77374,492
15697318,77487,493
15701687,77527,494
15748595,77557,495
15626898,77599,496
15668142,77608,497
15810203,77627,498
15730059,77637,499
15714062,77642,500
15616630,77648,501
15744695,77652,502
15690330,77702,503
15632551,77743,504
15715465,77776,505
15803406,77780,506
15603328,77806,507
15600708,77827,508
15628112,77847,509
15659710,77887,510
15591550,77910,511
15742809,77920,512
15799785,77950,513
15732943,77968,514
15671032,77993,515
15612633,78023,516
15796115,78120,517
15756751,78126,518
15674343,78128,519
15775826,78133,520
15770420,78136,521
15678385,78247,522
15644882,78250,523
15679884,78315,524
15695932,78381,525
15751628,78391,526
15674583,78396,527
15746726,78399,528
15682995,78535,529
15754342,78540,530
15749482,78653,531
15605447,78654,532
15751208,78707,533
15790254,78738,534
15656865,78778,535
15700601,78830,536
15605665,78833,537
15666453,78886,538
15626485,78892,539
15576644,78939,540
15750874,78990,541
15605918,78993,542
15700696,79020,543
15717286,79036,544
15579387,79065,545
15674678,79120,546
15804064,79126,547
15687218,79144,548
15679284,79260,549
15682533,79260,550
15653404,79264,551
15611580,79282,552
15804864,79337,553
15683657,79341,554
15757001,79369,555
15655590,79385,556
15732672,79388,557
15811327,79416,558
15718780,79450,559
15664772,79461,560
15607993,79469,561
15768342,79475,562
15690456,79523,563
15665110,79544,564
15675983,79551,565
15571281,79563,566
15631481,79563,567
15801441,79586,568
15689751,79589,569
15636634,79657,570
15745030,79706,571
15734714,79715,572
15694717,79732,573
15773221,79757,574
15666095,79812,575
15655252,79858,576
15610557,79858,577
15693737,79871,578
15584749,79896,579
15580682,79927,580
15590820,79932,581
15697360,79952,582
15791040,79955,583
15763922,79963,584
15636982,79975,585
15592222,80001,586
15723216,80002,587
15605742,80091,588
15619801,80108,589
15572021,80204,590
15782939,80214,591
15709487,80242,592
15797736,80263,593
15733581,80263,594
15782181,80285,595
15593636,80294,596
15812197,80294,597
15687765,80380,598
15591279,80388,599
15727605,80442,600
15628420,80462,601
15743236,80539,602
15566030,80543,603
15725660,80570,604
15733616,80614,605
15801920,80615,606
15574296,80674,607
15729582,80697,608
15770185,80728,609
15661903,80764,610
15729956,80780,611
15813422,80791,612
15806964,80794,613
15715003,80816,614
15640865,80845,615
15650244,80895,616
15581252,80923,617
15638871,80926,618
15704844,80928,619
15791373,80932,620
15790689,80958,621
15622171,80965,622
15696552,81026,623
15610426,81042,624
15686696,81070,625
15737556,81077,626
15751180,81132,627
15662698,81154,628
15795149,81174,629
15750441,81211,630
15769308,81232,631
15592751,81246,632
15593365,81273,633
15603942,81290,634
15760873,81310,635
15638003,81370,636
15676810,81480,637
15594864,81523,638
15624170,81551,639
15658052,81554,640
15775335,81557,641
15779496,81564,642
15651900,81571,643
15709117,81577,644
15645778,81589,645
15767954,81624,646
15706186,81677,647
15657603,81685,648
15568025,81710,649
15654611,81733,650
15772601,81734,651
15756560,81743,652
15583736,81796,653
15777045,81812,654
15722090,81818,655
15695299,81828,656
15621629,81845,657
15592937,81877,658
15616168,81906,659
15590146,81948,660
15800814,81952,661
15662751,81955,662
15775153,82034,663
15643056,82084,664
15666884,82162,665
15686099,82182,666
15632185,82229,667
15711825,82232,668
15732903,82256,669
15805112,82259,670
15763431,82275,671
15718289,82291,672
15756475,82294,673
15614936,82322,674
15703143,82345,675
15785352,82374,676
15734942,82408,677
15672216,82442,678
15643121,82454,679
15687094,82498,680
15801417,82500,681
15707144,82507,682
15726589,82531,683
15689061,82547,684
15654531,82559,685
15730657,82597,686
15717138,82614,687
15580146,82674,688
15724890,82696,689
15767781,82697,690
15649060,82729,691
15734850,82729,692
15720706,82766,693
15569178,82767,694
15796343,82788,695
15592000,82794,696
15638730,82844,697
15646082,82909,698
15618363,82916,699
15709295,82932,700
15795275,82940,701
15725221,83008,702
15649211,83016,703
15612139,83036,704
15706131,83061,705
15611947,83074,706
15638257,83103,707
15669611,83117,708
15800856,83132,709
15719212,83134,710
15740043,83162,711
15581332,83174,712
15581479,83181,713
15618155,83195,714
15690164,83199,715
15705113,83264,716
15705001,83287,717
15580914,83287,718
15700174,83319,719
15651737,83326,720
15738634,83347,721
15640852,83349,722
15777896,83415,723
15609545,83443,724
15780561,83457,725
15652674,83460,726
15620323,83492,727
15782418,83495,728
15581525,83502,729
15732202,83503,730
15727915,83543,731
15770255,83556,732
15642726,83568,733
15656454,83569,734
15578747,83600,735
15776921,83625,736
15774262,83693,737
15724876,83714,738
15692577,83728,739
15566740,83739,740
15575410,83765,741
15752694,83773,742
15647311,83808,743
15753102,83870,744
15753969,83889,745
15796071,83889,746
15573798,83947,747
15765192,84007,748
15627385,84009,749
15683562,84027,750
15706170,84055,751
15679928,84102,752
15724466,84113,753
15737571,84121,754
15720814,84266,755
15765322,84284,756
15657778,84310,757
15660768,84315,758
15771086,84328,759
15814268,84350,760
15682955,84379,761
15604497,84387,762
15657139,84391,763
15603221,84422,764
15802809,84439,765
15750549,84440,766
15700801,84446,767
15684267,84469,768
15764892,84475,769
15641009,84497,770
15719579,84521,771
15792627,84558,772
15791342,84560,773
15598536,84588,774
15591360,84607,775
15650432,84622,776
15579074,84652,777
15631392,84673,778
15712068,84693,779
15613734,84719,780
15763148,84720,781
15762238,84745,782
15733297,84765,783
15701555,84903,784
15809872,84906,785
15686964,84945,786
15693904,84959,787
15623062,85089,788
15708003,85109,789
15590623,85142,790
15633227,85146,791
15627298,85146,792
15754940,85162,793
15759913,85201,794
15707861,85217,795
15648858,85225,796
15740164,85228,797
15703763,85304,798
15706552,85312,799
15678412,85326,800
15708791,85535,801
15775892,85600,802
15676156,85616,803
15775888,85627,804
15616221,85647,805
15807593,85661,806
15751593,85669,807
15690134,85679,808
15659234,85705,809
15672637,85756,810
15618213,85758,811
15601550,85768,812
15667190,85818,813
15750466,85840,814
15720338,85845,815
15799998,85860,816
15714485,85892,817
15698749,85898,818
15794941,85907,819
15802625,85916,820
15591433,85958,821
15629187,85982,822
15734999,85996,823
15572777,86006,824
15687828,86006,825
15775761,86038,826
15599722,86054,827
15676958,86055,828
15797475,86102,829
15573926,86132,830
15663933,86147,831
15626948,86168,832
15711062,86173,833
15703292,86271,834
15660833,86351,835
15642996,86352,836
15720305,86376,837
15761600,86394,838
15608968,86403,839
15577398,86449,840
15674526,86460,841
15738166,86546,842
15803005,86569,843
15761043,86570,844
15807609,86606,845
15638159,86607,846
15778752,86614,847
15702801,86616,848
15600379,86656,849
15733361,86714,850
15734970,86824,851
15588587,86838,852
15667944,86844,853
15734202,86892,854
15666767,86893,855
15605375,86912,856
15581700,86921,857
15771211,86978,858
15626608,87070,859
15688498,87097,860
15688868,87099,861
15672983,87100,862
15595991,87105,863
15614962,87117,864
15804787,87141,865
15805062,87202,866
15760662,87213,867
15749964,87262,868
15633537,87271,869
15617252,87348,870
15569571,87361,871
15764654,87375,872
15789874,87376,873
15707042,87413,874
15779809,87472,875
15803965,87486,876
15687752,87505,877
15803749,87541,878
15752984,87543,879
15784761,87603,880
15569917,87610,881
15656822,87613,882
15718667,87619,883
15657830,87624,884
15791550,87637,885
15755416,87739,886
15759915,87773,887
15612207,87780,888
15751926,87807,889
15611157,87815,890
15731478,87843,891
15653251,87873,892
15582325,87894,893
15698716,87926,894
15621653,87946,895
15704581,87967,896
15745605,88011,897
15566531,88047,898
15771087,88084,899
15776231,88110,900
15710978,88121,901
15656319,88141,902
15626628,88162,903
15807294,88243,904
15808017,88293,905
15773934,88295,906
15721740,88303,907
15610446,88309,908
15757837,88311,909
15775572,88324,910
15653306,88335,911
15600912,88348,912
15687884,88363,913
15610781,88379,914
15792473,88380,915
15769959,88381,916
15791174,88382,917
15730137,88422,918
15694666,88442,919
15787459,88467,920
15599591,88477,921
15799925,88542,922
15806945,88594,923
15566891,88595,924
15730540,88656,925
15607040,88736,926
15622217,88759,927
15676526,88773,928
15708196,88787,929
15732987,88798,930
15723856,88814,931
15778395,88816,932
15777452,88820,933
15591286,88826,934
15570379,88828,935
15583552,88902,936
15641675,88915,937
15645956,88916,938
15599195,88939,939
15718231,88963,940
15707681,88977,941
15657085,88980,942
15590434,89016,943
15691323,89026,944
15771857,89040,945
15635388,89047,946
15722965,89079,947
15699753,89086,948
15640409,89088,949
15803032,89112,950
15720774,89118,951
15765415,89122,952
15800061,89159,953
15812356,89175,954
15659194,89182,955
15628558,89189,956
15635775,89276,957
15761554,89300,958
15671387,89349,959
15742442,89365,960
15617518,89410,961
15766649,89417,962
15719090,89437,963
15668695,89493,964
15602994,89551,965
15805151,89558,966
15695872,89572,967
15695632,89588,968
15686936,89635,969
15745417,89686,970
15813916,89689,971
15766869,89697,972
15803790,89729,973
15715673,89743,974
15794841,89750,975
15755262,89764,976
15663438,89772,977
15654772,89799,978
15668504,89800,979
15734610,89839,980
15714634,89900,981
15814022,89929,982
15797692,89940,983
15726032,89969,984
15708162,89995,985
15589358,90018,986
15692664,90023,987
15755521,90044,988
15586039,90064,989
15723706,90125,990
15612043,90145,991
15583692,90194,992
15671534,90212,993
15708513,90217,994
15745452,90218,995
15570508,90219,996
15733138,90249,997
15600813,90306,998
15701164,90308,999
15767391,90323,1000
15797276,90351,1001
15662658,90355,1002
15787014,90371,1003
15672516,90373,1004
15635197,90403,1005
15698184,90408,1006
15793046,90413,1007
15717643,90425,1008
15706815,90433,1009
15629985,90450,1010
15803526,90537,1011
15805523,90537,1012
15570086,90544,1013
15613471,90547,1014
15802351,90560,1015
15768120,90560,1016
15812920,90595,1017
15696175,90602,1018
15589739,90605,1019
15792388,90612,1020
15770711,90697,1021
15778157,90722,1022
15752193,90723,1023
15685826,90728,1024
15788022,90758,1025
15603565,90779,1026
15701175,90792,1027
15719541,90826,1028
15703177,90866,1029
15772618,90921,1030
15594902,90958,1031
15763381,90963,1032
15759317,90972,1033
15728608,91026,1034
15709142,91057,1035
15697020,91069,1036
15759381,91070,1037
15575694,91091,1038
15610972,91116,1039
15601172,91126,1040
15593496,91132,1041
15579207,91184,1042
15625713,91188,1043
15792646,91216,1044
15709016,91219,1045
15758031,91242,1046
15662501,91247,1047
15797246,91259,1048
15785865,91285,1049
15708236,91285,1050
15804075,91287,1051
15779390,91293,1052
15679743,91302,1053
15645593,91329,1054
15745083,91416,1055
15743714,91444,1056
15781553,91503,1057
15679062,91522,1058
15634844,91537,1059
15756535,91539,1060
15756901,91548,1061
15756148,91550,1062
15794849,91561,1063
15794257,91563,1064
15814816,91592,1065
15596671,91611,1066
15640464,91613,1067
15766047,91622,1068
15604304,91622,1069
15601659,91680,1070
15711602,91712,1071
15795132,91719,1072
15722532,91760,1073
15607065,91835,1074
15608541,91858,1075
15684908,91870,1076
15724863,91893,1077
15724684,91898,1078
15661656,91903,1079
15748854,91938,1080
15736254,91956,1081
15679429,91956,1082
15571752,92042,1083
15771299,92053,1084
15792176,92053,1085
15643865,92055,1086
15750867,92060,1087
15727944,92073,1088
15777211,92114,1089
15704819,92126,1090
15660155,92140,1091
15658716,92171,1092
15576162,92200,1093
15643967,92209,1094
15772381,92219,1095
15777743,92225,1096
15798024,92242,1097
15756277,92245,1098
15766810,92246,1099
15804256,92311,1100
15732644,92316,1101
15697678,92341,1102
15713819,92348,1103
15663917,92350,1104
15808182,92363,1105
15627262,92367,1106
15778304,92398,1107
15728912,92437,1108
15574169,92466,1109
15599078,92468,1110
15733705,92472,1111
15795586,92474,1112
15696371,92477,1113
15672467,92511,1114
15793366,92526,1115
15622003,92567,1116
15714750,92578,1117
15773520,92600,1118
15813144,92607,1119
15662232,92617,1120
15625311,92619,1121
15675252,92637,1122
15812832,92659,1123
15798824,92675,1124
15652948,92676,1125
15583278,92717,1126
15700325,92761,1127
15794414,92784,1128
15630725,92787,1129
15689351,92806,1130
15744689,92834,1131
15595036,92848,1132
15589019,92855,1133
15654577,92877,1134
15601012,92887,1135
15581280,92887,1136
15769980,92890,1137
15619608,92896,1138
15790744,92899,1139
15654851,92912,1140
15796838,92931,1141
15591932,92962,1142
15702741,93013,1143
15703563,93017,1144
15642041,93052,1145
15642345,93059,1146
15808334,93124,1147
15587640,93143,1148
15745527,93147,1149
15670859,93149,1150
15605341,93174,1151
15748649,93183,1152
15687913,93244,1153
15632576,93249,1154
15588955,93260,1155
15574071,93302,1156
15570769,93321,1157
15814032,93460,1158
15675320,93500,1159
15611024,93522,1160
15709004,93547,1161
15749583,93570,1162
15593959,93577,1163
15775067,93579,1164
15813159,93590,1165
15791533,93608,1166
15777315,93616,1167
15570908,93617,1168
15716491,93657,1169
15723989,93680,1170
15663478,93694,1171
15711219,93717,1172
15595766,93723,1173
15692002,93791,1174
15749019,93796,1175
15812071,93806,1176
15673180,93817,1177
15717191,93817,1178
15744606,93834,1179
15635367,93845,1180
15684801,93872,1181
15669204,93911,1182
15807239,93920,1183
15784124,93925,1184
15675141,93935,1185
15641298,93956,1186
15764170,93960,1187
15624892,93979,1188
15669490,94002,1189
15700813,94050,1190
15643658,94079,1191
15713983,94109,1192
15806709,94127,1193
15795571,94154,1194
15760521,94164,1195
15624775,94204,1196
15571302,94216,1197
15765846,94223,1198
15779492,94231,1199
15640258,94239,1200
15671789,94264,1201
15585198,94268,1202
15743490,94349,1203
15597109,94417,1204
15674368,94435,1205
15777826,94444,1206
15631072,94456,1207
15739997,94465,1208
15574886,94486,1209
15606836,94493,1210
15795124,94504,1211
15607098,94521,1212
15789974,94598,1213
15657868,94607,1214
15768282,94615,1215
15710390,94631,1216
15658589,94652,1217
15783025,94662,1218
15781884,94667,1219
15654372,94683,1220
15798348,94684,1221
15801188,94723,1222
15637650,94749,1223
15777901,94752,1224
15799653,94754,1225
15687634,94754,1226
15662263,94762,1227
15744295,94773,1228
15641416,94867,1229
15626882,94901,1230
15606849,94921,1231
15709846,94969,1232
15595657,95001,1233
15573741,95011,1234
15791102,95021,1235
15688760,95023,1236
15669589,95039,1237
15698321,95040,1238
15653050,95052,1239
15737735,95053,1240
15705639,95059,1241
15751227,95121,1242
15659098,95129,1243
15721917,95139,1244
15646091,95140,1245
15612071,95154,1246
15694237,95162,1247
15576304,95168,1248
15684319,95196,1249
15664001,95232,1250
15795511,95253,1251
15607634,95294,1252
15704284,95295,1253
15778515,95297,1254
15793896,95313,1255
15731951,95329,1256
15634218,95332,1257
15782899,95357,1258
15759244,95368,1259
15716501,95377,1260
15633877,95387,1261
15812607,95439,1262
15736008,95441,1263
15611544,95448,1264
15631639,95453,1265
15781326,95478,1266
15700255,95489,1267
15803941,95502,1268
15806913,95507,1269
15693131,95508,1270
15634245,95523,1271
15707362,95556,1272
15605534,95560,1273
15647474,95624,1274
15721307,95669,1275
15617648,95672,1276
15800514,95676,1277
15713632,95679,1278
15705301,95697,1279
15757648,95699,1280
15770424,95710,1281
15603135,95727,1282
15626114,95742,1283
15590268,95773,1284
15642821,95808,1285
15759436,95814,1286
15613172,95826,1287
15657228,95829,1288
15688984,95830,1289
15778463,95846,1290
15748231,95853,1291
15748947,95858,1292
15640686,95873,1293
15731412,95900,1294
15693771,95923,1295
15710687,95927,1296
15775339,95948,1297
15764916,95984,1298
15715510,95985,1299
15743617,95995,1300
15782404,96020,1301
15622454,96021,1302
15622470,96032,1303
15565796,96049,1304
15729054,96107,1305
15596808,96110,1306
15799468,96127,1307
15678427,96129,1308
15731815,96134,1309
15703199,96143,1310
15788189,96148,1311
15586029,96153,1312
15765532,96167,1313
15658987,96173,1314
15671591,96196,1315
15797190,96202,1316
15614929,96214,1317
15680430,96253,1318
15646539,96288,1319
15664432,96297,1320
15701319,96341,1321
15671148,96341,1322
15679963,96354,1323
15701352,96382,1324
15659949,96399,1325
15722991,96403,1326
15666173,96409,1327
15742272,96418,1328
15811127,96424,1329
15756926,96462,1330
15736397,96471,1331
15634295,96474,1332
15815295,96480,1333
15684318,96487,1334
15576745,96542,1335
15789313,96554,1336
15701333,96559,1337
15706199,96643,1338
15706021,96646,1339
15569878,96651,1340
15566251,96653,1341
15621457,96655,1342
15618950,96660,1343
15579433,96675,1344
15736146,96680,1345
15601030,96694,1346
15687492,96709,1347
15779103,96749,1348
15725429,96759,1349
15800736,96764,1350
15781127,96769,1351
15649858,96776,1352
15673333,96781,1353
15706223,96799,1354
15735549,96814,1355
15702656,96835,1356
15773789,96858,1357
15587735,96863,1358
15627741,96864,1359
15809279,96877,1360
15637753,96888,1361
15718465,96891,1362
15608209,96926,1363
15814236,96939,1364
15778975,96948,1365
15641183,96950,1366
15718852,96951,1367
15738907,96956,1368
15739054,96975,1369
15761525,96997,1370
15714080,97001,1371
15700209,97009,1372
15641877,97023,1373
15643671,97036,1374
15586517,97041,1375
15584536,97043,1376
15625175,97068,1377
15616088,97072,1378
15693683,97086,1379
15624519,97093,1380
15794048,97134,1381
15583067,97158,1382
15778861,97189,1383
15758775,97208,1384
15715597,97235,1385
15779711,97257,1386
15589975,97259,1387
15775307,97266,1388
15634180,97268,1389
15774744,97286,1390
15780804,97318,1391
15584785,97325,1392
15756301,97325,1393
15604314,97331,1394
15621093,97338,1395
15641585,97340,1396
15792525,97362,1397
15620505,97379,1398
15660524,97383,1399
15641595,97392,1400
15645511,97403,1401
15751788,97408,1402
15680901,97436,1403
15806926,97440,1404
15693947,97445,1405
15602844,97459,1406
15605968,97460,1407
15615322,97474,1408
15767358,97486,1409
15590966,97496,1410
15638788,97514,1411
15626742,97530,1412
15714689,97541,1413
15725811,97544,1414
15636626,97560,1415
15803121,97566,1416
15706464,97585,1417
15785042,97589,1418
15796434,97612,1419
15683183,97653,1420
15690492,97663,1421
15668669,97666,1422
15604355,97700,1423
15658306,97706,1424
15766427,97720,1425
15675585,97739,1426
15683416,97750,1427
15738318,97764,1428
15574947,97786,1429
15611189,97792,1430
15675650,97819,1431
15778190,97841,1432
15651802,97854,1433
15646227,97893,1434
15662758,97925,1435
15722578,97957,1436
15694409,97976,1437
15746986,97990,1438
15567383,98009,1439
15716822,98015,1440
15715920,98053,1441
15666181,98065,1442
15681410,98088,1443
15763055,98109,1444
15596165,98142,1445
15606915,98149,1446
15657349,98173,1447
15631457,98187,1448
15709917,98203,1449
15623471,98206,1450
15789425,98218,1451
15641850,98241,1452
15677435,98263,1453
15723411,98266,1454
15598982,98269,1455
15773639,98270,1456
15800784,98298,1457
15744368,98309,1458
15584897,98360,1459
15680767,98362,1460
15623502,98365,1461
15755648,98373,1462
15729019,98383,1463
15758013,98401,1464
15756668,98415,1465
15631800,98431,1466
15739592,98438,1467
15752857,98443,1468
15668747,98444,1469
15717231,98460,1470
15641604,98488,1471
15569590,98496,1472
15609475,98544,1473
15771509,98549,1474
15796167,98557,1475
15779247,98567,1476
15729689,98586,1477
15775709,98590,1478
15729489,98593,1479
15598259,98612,1480
15569526,98627,1481
15699515,98630,1482
15634359,98636,1483
15606267,98641,1484
15687153,98650,1485
15625944,98668,1486
15637690,98676,1487
15620398,98683,1488
15724648,98684,1489
15736126,98711,1490
15775809,98724,1491
15588019,98739,1492
15783305,98753,1493
15628008,98760,1494
15671014,98766,1495
15636388,98775,1496
