CustomerId,Balance,IsActiveMember
15776433,0,1
15748936,0,1
15717225,161525.96,0
15685226,147199.07,1
15785611,183102.29,1
15573456,127209,0
15684548,0,0
15620505,97378.54,1
15807432,136925.09,1
15584766,54503.55,1
15612187,155726.85,0
15762218,0,1
15646372,135842.41,0
15690452,63349.75,0
15747795,129499.42,1
15781589,0,1
15732674,70438.01,1
15642291,0,1
15692761,0,0
15578045,141434.04,0
15745354,0,0
15701376,152958.29,1
15691625,138306.34,0
15566594,0,0
15760431,0,1
15686302,124328.84,1
15801559,181461.48,1
15810432,0,0
15809616,0,0
15720559,110368.03,0
15695632,89588.35,1
15659843,0,0
15615624,0,0
15810418,115924.89,0
15716186,0,0
15674551,111756.5,0
15622834,0,0
15566111,0,0
15784597,162923.85,0
15652883,124576.65,0
15806964,80793.58,1
15576313,71340.09,0
15806467,99282.63,0
15597602,137946.39,1
15743040,127892.57,1
15705521,101084.36,0
15595039,114754.08,0
15799384,0,0
15581197,99286.98,1
15693737,79871.02,0
15624623,104088.59,0
15783501,168190.33,0
15690134,85679.25,1
15782735,0,0
15611088,0,0
15672145,121551.58,1
15732628,122220.19,1
15787470,116528.15,0
15803406,77780.29,1
15730460,0,0
15644572,125832.2,1
15694860,68065.8,0
15658169,127299.34,0
15794396,174937.64,0
15785798,0,1
15710825,110071.1,0
15668444,139432.37,0
15726631,127357.76,1
15733797,0,0
15747960,0,1
15634632,0,0
15707362,95556.31,1
15662976,0,1
15732778,111681.98,1
15718443,0,0
15670039,108738.71,0
15773792,133950.37,1
15613786,0,1
15726032,89968.69,0
15663252,0,1
15593782,130878.75,0
15633283,0,0
15749167,0,1
15759298,134169.62,1
15683625,149762.08,0
15635367,93844.69,0
15681705,0,0
15603156,0,0
15591986,141078.37,0
15798888,117992.59,1
15809722,100812.33,0
15677538,0,1
15797736,80262.6,1
15695585,156478.62,1
15744398,0,0
15750658,0,0
15578186,115217.99,0
15676519,0,0
15637954,155470.55,1
15758639,0,0
15613772,135096.77,1
15731744,0,1
15807709,180075.22,1
15714689,97541.24,1
15699005,156067.05,1
15624170,81550.94,1
15725679,0,0
15585865,170061.92,0
15804256,92310.54,1
15662403,169089.38,0
15733616,80613.93,1
15591995,121581.56,1
15677020,0,1
15727688,0,1
15715941,0,1
15714485,85891.55,0
15730059,77637.35,1
15715527,0,0
15576623,0,0
15805565,116927.89,0
15677307,137326.65,0
15773890,0,1
15598883,0,1
15568506,67238.98,1
15761043,86569.76,0
15782236,0,0
15593601,133598.4,1
15682048,136188.78,1
15746902,0,0
15752081,0,1
15781307,120092.52,0
15775912,101238.24,1
15745417,89685.92,1
15671256,211774.31,0
15653547,131317.48,1
15595766,93722.73,1
15742358,101160.99,1
15763274,120320.54,0
15786063,0,1
15600258,0,1
15573318,0,0
15653849,152827.99,0
15694272,64097.75,1
15736112,119035.35,1
15749851,135219.57,1
15663478,93694.42,1
15592300,59408.63,0
15567832,114354.95,0
15776780,0,0
15592846,128173.9,0
15739803,0,0
15794142,114931.35,1
15762729,111071.36,0
15667896,151226.18,1
15626578,0,1
15776223,64740.12,1
15705953,169312.13,0
15802593,0,1
15615457,112652.08,0
15708916,0,0
15720187,143964.36,0
15595440,122451.46,1
15600651,0,1
15750141,65253.07,0
15657284,106901.94,1
15763063,128509.63,0
15709324,0,0
15711309,129834.67,0
15775318,154962.99,1
15705515,138241.9,0
15634844,91536.93,0
15717046,0,1
15571816,0,1
15670080,105204.01,1
15800440,152968.73,1
15665678,158261.68,1
15665956,0,0
15788126,121021.05,1
15811773,0,1
15651674,0,0
15689614,137715.66,1
15795564,121192.22,1
15706647,0,1
15728505,100486.18,1
15730076,0,0
15622003,92566.53,0
15607312,0,1
15644753,110929.96,1
15653620,0,1
15761986,138901.61,0
15633922,123217.66,1
15734674,0,0
15658032,0,1
15692671,0,0
15737741,108431.87,1
15576352,0,1
15753719,72392.41,0
15803689,119741.77,0
15718057,100946.71,0
15722010,170491.84,0
15680998,0,1
15614782,0,0
15591047,157296.02,0
15788291,144606.22,1
15604044,134811.3,0
15679587,115897.12,1
15775153,82034,0
15603925,174318.13,1
15680970,114206.84,0
15697183,0,0
15567446,111574.41,1
15637476,162448.69,0
15714939,148249.54,1
15683503,0,1
15645569,123709.46,1
15782569,0,1
15592387,0,0
15609286,150525.8,1
15814035,0,1
15661249,0,1
15629117,0,0
15607170,0,1
15586585,111018.98,0
15686611,129755.99,0
15603203,0,0
15619857,129555.7,1
15805062,87202.38,1
15660271,146133.39,1
15745295,0,0
15719352,170184.99,0
15766575,140745.33,0
15594594,139070.51,1
15646161,0,1
15682585,114193.24,0
15603134,167878.5,1
15636444,141616.55,1
15773456,145747.67,1
15745307,129120.64,1
15604119,110349.82,0
15626900,141325.56,1
15605447,78653.84,0
15589030,0,1
15692463,142253.65,0
15712403,0,0
15811762,115988.86,0
15718673,75592.43,0
15724282,164113.04,1
15738181,67996.23,0
15633648,0,0
15603323,0,0
15583725,138778.15,1
15588350,147832.15,1
15798398,135438.4,0
15784844,116060.08,0
15580684,112564.62,0
15809663,125406.58,1
15640078,135134.99,0
15698786,133102.92,0
15569807,42157.08,0
15730830,0,1
15805112,82259.29,0
15633064,0,0
15703119,0,1
15730447,0,1
15813850,0,1
15711889,150461.07,0
15664610,133994.52,1
15751710,164870.81,1
15692926,121702.73,1
15813741,193858.2,1
15698474,131039.97,1
15568595,113829.45,1
15603065,0,0
15592937,81877.38,1
15699637,116326.07,1
15667215,0,1
15788659,0,1
15763218,0,1
15645772,0,1
15725511,127070.73,1
15575024,0,1
15640825,122549.64,1
15662397,176099.13,1
15576368,122388.38,0
15674991,0,1
15721024,0,0
15745621,118879.35,1
15642394,0,1
15754605,0,1
15607040,88736.44,0
15715142,102703.62,1
15810978,0,1
15668886,0,0
15780804,97318.25,1
15613880,128468.69,1
15775238,133432.59,1
15786905,141782.57,0
15747867,135125.28,0
15600337,178820.91,0
15801277,112212.14,1
15579334,126674.81,0
15802741,136294.97,0
15720649,66392.64,0
15589493,122552.34,0
15688251,76408.85,0
15665238,145071.24,0
15740900,0,1
15681068,109730.22,1
15748625,0,1
15727299,64119.38,1
15620204,106138.33,1
15669516,0,1
15736534,181656.51,1
15803457,0,0
15659098,95128.86,0
15603436,126615.94,1
15566292,0,1
15808621,76190.48,1
15580148,168286.81,0
15776231,88109.81,1
15773809,0,0
15649423,0,1
15734886,123971.51,0
15722548,148116.48,0
15650288,116269.01,0
15629448,120599.21,0
15716164,144260.5,0
15807609,86605.5,0
15578977,0,0
15677369,58629.97,0
15804072,0,0
15696859,0,0
15653780,0,1
15721658,209767.31,1
15578761,129634.25,1
15736879,0,0
15571973,169824.46,0
15626742,97530.25,1
15672692,145988.65,1
15673570,0,1
15767432,0,1
15654238,137494.28,0
15612525,0,0
15812750,147360,1
15790757,0,0
15723873,125167.02,0
15744607,121152.05,0
15612966,128981.07,1
15784209,0,1
15794278,151858.98,1
15766741,114628.4,1
15661036,0,0
15705639,95059.02,0
15637414,128736.39,1
15716835,156325.38,1
15696231,105405.97,1
15641675,88915.37,0
15670755,0,1
15640059,0,1
15787619,160980.03,0
15587535,177619.71,0
15813034,62276.99,1
15698839,127559.97,1
15790314,0,1
15634245,95523.16,0
15677305,107749.03,1
15661526,110777.26,0
15685997,166733.92,0
15660101,157120.86,0
15637979,127160.78,0
15815364,0,1
15647099,156091.97,0
15625944,98668.18,1
15583212,134022.06,0
15582741,124151.09,0
15637876,77253.5,0
15622750,114292.48,0
15672056,140080.32,1
15812351,135277.96,0
15810864,0,1
15677921,115920.62,0
15724296,119782.72,0
15685329,114715.71,1
15584091,129748.54,0
15640442,129722.57,0
15639314,0,1
15685320,139180.2,0
15789158,113599.74,0
15752137,134944,1
15712551,116922.25,0
15628936,118945.09,0
15797227,0,1
15769974,119182.73,0
15737051,0,0
15585595,71264.02,1
15654060,0,1
15745196,0,0
15571221,116313.57,1
15660155,92140.15,1
15605284,0,1
15694366,177640.09,1
15600739,0,0
15653253,167997.6,1
15763431,82275.35,1
15643696,0,1
15707473,111962.99,0
15769504,131736.88,1
15776807,0,0
15686870,108239.11,0
15668747,98444.19,1
15766908,114540.38,0
15570134,187530.66,1
15567367,133636.16,1
15747542,0,1
15762238,84745.03,1
15681554,120599.38,1
15712825,0,1
15640280,127771.35,1
15756026,0,0
15613319,0,0
15798906,0,1
15708917,167772.96,1
15778463,95845.6,0
15699430,0,0
15649992,134714.7,1
15578980,0,1
15775306,122384.22,1
15641655,0,0
15619708,157993.15,0
15734565,0,0
15806438,123331.36,0
15591969,75263.16,1
15747807,137824.03,0
15596939,132578.92,0
15716155,156021.31,0
15765311,0,0
15757811,137453.43,1
15603830,0,0
15660602,164284.72,1
15660535,0,1
15666633,0,1
15596914,112373.49,1
15639788,0,0
15695846,0,1
15726234,0,1
15797964,154333.82,1
15625881,111432.77,1
15780628,0,0
15575883,137390.11,0
15585036,0,1
15589488,111642.08,1
15585888,0,1
15727915,83543.37,0
15707567,145338.76,0
15737792,186796.37,0
15599433,58641.43,1
15672012,0,0
15806983,137148.68,0
15592222,80001.23,0
15608968,86402.52,0
15586959,0,0
15646558,122874.74,1
15725811,97544.29,1
15572265,170826.55,0
15794048,97133.92,0
15677610,153895.65,1
15745012,0,1
15601589,0,1
15686436,0,0
15693864,134956.02,0
15760550,143637.58,1
15686137,147506.25,1
15809087,0,0
15807663,190227.46,0
15809100,172448.77,0
15794916,113980.21,1
15614215,0,1
15805449,0,0
15686983,76968.12,1
15808017,88293.13,1
15756804,170833.46,0
15646810,108122.39,0
15710424,0,1
15799422,0,1
15692750,129818.39,0
15794549,163943.89,1
15803764,0,0
15674840,101430.3,1
15653762,117301.66,0
15581229,173340.83,1
15800228,0,1
15656333,134348.57,0
15697497,105525.65,1
15585362,0,0
15571928,0,0
15785519,106192.1,0
15743007,45144.43,0
15777211,92113.61,1
15721935,0,1
15591711,128366.44,0
15625021,0,1
15702968,106545.53,1
15600462,145618.37,1
15768104,141541.25,0
15780140,57017.06,1
15585255,0,0
15772781,0,1
15669987,125884.95,0
15697000,61825.5,1
15733119,0,0
15782390,0,0
15654700,102967.41,0
15632210,171770.55,0
15642041,93051.64,0
15709737,161064.64,1
15792388,90612.34,1
15786014,145105.64,0
15794580,0,0
15675964,0,1
15814275,174912.72,1
15724848,104947.72,0
15754713,135213.71,1
15693814,0,0
15599660,116229.85,1
15746490,111201.41,1
15566091,0,0
15655961,131899,0
15710404,124525.52,1
15775625,0,0
15792328,0,1
15719856,47134.75,1
15593773,0,0
15733114,0,0
15797748,0,1
15743411,0,0
15753337,0,0
15601026,138657.08,1
15658485,70302.48,1
15636731,101609.01,1
15628303,0,1
15633461,130170.82,1
15677135,133802.29,1
15590876,106234.02,0
15790782,132628.98,0
15700476,103522.75,1
15634141,192390.52,0
15737795,0,1
15790299,0,1
15675316,0,1
15613630,109922.61,1
15662100,128605.32,1
15668032,0,1
15599289,68598.56,0
15754084,106518.52,1
15676521,0,0
15804586,0,0
15781465,121326.42,0
15729362,67226.37,0
15709295,82931.85,1
15745324,0,0
15741336,118590.41,1
15783659,145981.87,1
15620981,73309.38,0
15630328,130796.33,1
15785899,151607.56,0
15606149,111577.01,1
15671139,107042.74,1
15660429,156371.61,1
15571002,129605.99,0
15631681,0,1
15731522,0,1
15619529,132576.25,0
15628034,129101.3,1
15686164,108822.4,1
15582797,137948.51,0
15753831,100433.8,1
15731815,96134.11,0
15580956,115888.04,1
15602084,124626.07,1
15589805,139810.34,1
15720893,0,0
15641009,84496.71,0
15605926,116854.71,1
15805955,138333.03,1
15801488,0,1
15605918,78992.75,0
15779711,97257.41,1
15705620,122453.37,0
15685357,112940.07,1
15570060,132558.26,0
15582616,0,0
15799515,133297.24,0
15642937,0,0
15624729,197041.8,0
15566156,71497.79,0
15792360,0,1
15807008,128100.28,0
15704770,124532.78,1
15756475,82293.82,1
15655339,142120.91,0
15613749,151839.26,0
15664521,149620.88,1
15681206,168197.66,0
15745527,93147,0
15806926,97440.02,1
15724563,65046.08,1
15782899,95357.49,0
15623521,123105.88,0
15810218,0,1
15645621,0,1
15608114,121286.27,1
15659557,167738.82,1
15787772,104091.29,0
15691111,121980.56,0
15592089,0,1
15633897,50880.98,1
15701301,175159.9,0
15723685,105514.69,0
15701602,116497.31,0
15739189,0,0
15573086,99824.45,1
15569050,0,0
15750765,0,1
15799811,0,0
15698442,122964.88,1
15655274,0,1
15603594,0,1
15585961,0,1
15686936,89634.69,1
15770424,95710.11,0
15587451,139706.31,0
15602010,103909.86,0
15600583,0,0
15654673,173434.9,0
15717164,102238.01,1
15765014,179380.74,1
15682639,0,1
15729279,108691.95,0
15759805,0,0
15767864,0,0
15769948,133377.8,1
15686345,0,1
15688071,0,1
15681174,116537.6,0
15667521,0,0
15750243,0,1
15695475,130131.08,1
15689176,0,1
15652955,0,0
15668958,107316.09,0
15631054,0,1
15581479,83181.29,1
15577478,0,1
15780870,153946.14,1
15692317,0,0
15593969,135483.17,0
15570417,0,0
15779059,119624.54,1
15785980,121132.26,0
15644200,0,0
15793949,0,0
15645103,54817.55,0
15705860,107949.45,0
15623828,0,1
15715003,80816.45,1
15623471,98205.77,0
15798348,94684.27,1
15743016,141604.76,0
15769499,0,1
15798521,0,0
15706534,122949.14,0
15706186,81677.22,0
15812197,80293.98,0
15650933,155413.06,0
15692991,0,1
15631189,67111.65,0
15762198,103818.43,1
15699598,0,1
15692744,152169.12,0
15688963,0,1
15599131,214346.96,0
15680303,0,0
15628674,113348.14,0
15648075,170935.94,0
15586970,103023.26,1
15625698,0,1
15790497,0,0
15682618,111855.04,1
15762937,140348.56,1
15750929,0,0
15729832,145512.84,0
15633650,146720.98,1
15748856,107209.73,1
15589195,130933.74,1
15699911,0,0
15663438,89772.3,0
15692583,0,0
15591257,0,0
15646513,0,0
15708063,100749.5,0
15696098,0,0
15645517,0,1
15649744,123981.31,1
15604304,91622.42,1
15784092,126195.81,1
15585198,94267.9,1
15624347,0,1
15621687,0,0
15689081,0,0
15813168,100717.85,1
15604295,0,0
15724127,141581.71,0
15673055,0,1
15768201,148586.64,1
15782219,0,0
15746410,0,0
15780144,123403.85,0
15590476,0,0
15624293,106511.85,0
15618182,0,0
15660316,135549.9,0
15678886,110555.37,0
15616330,0,0
15592229,185891.54,1
15798424,130854.59,1
15714750,92578.14,0
15648800,132312.06,0
15626147,144976.5,0
15626608,87070.23,1
15723250,0,1
15592583,115414.19,0
15759381,91070.43,1
15585241,117412.19,0
15589358,90018.45,0
15672704,0,0
15789955,112414.81,0
15596800,158456.76,1
15627305,0,0
15645316,149641.53,1
15593973,122528.18,0
15647301,143734.01,1
15750258,155663.31,0
15685309,0,1
15628205,101736.66,1
15733974,125822.21,0
15762110,0,1
15706899,0,1
15732660,0,1
15656121,157791.07,0
15614220,0,1
15645269,0,0
15698510,181627.14,0
15569247,109679.72,1
15566251,96652.86,0
15716134,190008.32,1
15763625,0,0
15605965,0,1
15694821,148962.76,1
15601688,0,0
15575581,131344.52,0
15671209,101713.84,0
15616529,0,1
15773906,0,0
15722993,137963.07,0
15752463,129938.07,1
15589754,151421.44,1
15669899,135643,0
15766887,122773.5,1
15768006,152303.8,0
15741295,0,1
15811327,79415.67,1
15690007,125801.03,0
15690664,0,0
15719348,0,0
15781802,104817.41,0
15752731,0,0
15600997,67495.04,1
15750776,164850.54,1
15723907,154776.42,0
15633419,143124.63,0
15702430,0,1
15710456,0,0
15650351,102133.38,1
15590820,79932.41,0
15640454,120711.73,0
15697789,122717.53,1
15808182,92363.3,0
15588670,203715.15,0
15721292,0,0
15604217,0,0
15651369,0,0
15782454,0,1
15814032,93460.47,0
15570326,0,1
15624428,40224.7,1
15755638,168069.73,1
15600992,0,1
15755649,130538.77,0
15795228,132623.6,1
15589257,103465.02,1
15719302,126547.8,1
15639882,128262.72,0
15791279,169742.64,1
15636935,0,1
15686909,150795.81,1
15589572,129855.72,0
15779947,146098.43,0
15573769,0,0
15578866,0,1
15739131,65643.3,0
15813444,0,0
15678058,104584.16,0
15769169,0,1
15804602,99785.28,0
15651052,127655.22,0
15724334,0,0
15569451,101257.16,1
15650098,0,1
15724307,121313.88,1
15599268,0,0
15594864,81523.38,1
15616451,128252.66,1
15715667,0,0
15658969,0,0
15738174,0,1
15813590,0,0
15624229,0,1
15674148,0,0
15625080,0,0
15682528,0,1
15696900,145541.56,1
15730038,0,0
15812272,124601.58,1
15654654,115182.84,1
15697625,163789.49,0
15616280,65733.41,0
15654229,0,1
15628298,128486.11,0
15733387,109663.47,1
15775572,88324.31,0
15613844,146445.24,0
15578515,0,0
15607598,0,1
15742480,109949.05,1
15749482,78653.05,0
15607537,107850.82,0
15575410,83765.35,0
15684865,143773.07,1
15600700,116227.27,1
15774155,103471.52,1
15634267,0,0
15619626,137492.35,1
15660422,0,0
15617934,129829.59,1
15760774,146329.57,1
15813132,114027.7,1
15593331,146580.69,1
15616709,132122.42,0
15658052,81553.93,0
15721189,0,1
15711288,0,0
15770030,0,1
15803681,0,1
15702789,175214.71,1
15814930,125534.51,0
15658306,97705.99,1
15699523,126817.65,0
15610383,46870.43,0
15615032,0,1
15781989,120094.93,0
15647402,0,1
15740494,0,0
15701265,104356.94,1
15743532,147004.34,0
15794870,73023.17,0
15747591,173432.55,1
15726557,165679.92,0
15732199,104678.62,1
15662291,116973.26,0
15749050,0,0
15781586,126732.85,1
15617078,148481.09,0
15723339,137654.05,1
15671322,115315.04,0
15793854,99095.73,1
15756539,165610.41,0
15612064,0,0
15625916,161628.66,0
15683195,146605.27,1
15690182,113488.68,0
15721719,77002.2,1
15641690,0,1
15634896,0,1
15671590,0,1
15779182,182364.53,0
15778287,0,1
15609510,149364.58,1
15742229,127450.14,1
15658532,162278.32,1
15590993,152212.88,0
15565701,161993.89,0
15597239,131468.44,0
15688880,102980.44,0
15813917,143321.97,0
15679611,130404.92,0
15636589,0,1
15687752,87505.47,1
15584363,133634.02,1
15737748,151233.62,0
15803365,70263.83,1
15793247,0,1
15572360,57657.49,0
15795166,153572.31,1
15724620,134752.08,0
15800856,83132.09,1
15671097,0,0
15683930,134096.53,0
15749004,118100.59,0
15800434,76915.4,0
15709117,81576.75,1
15638806,0,0
15662294,118327.17,1
15690079,124857.69,0
15759317,90971.85,1
15750497,153147.75,1
15596181,65942.26,1
15576602,0,1
15644833,0,0
15734634,100912.19,0
15808689,0,1
15720702,0,0
15665077,0,1
15763612,124439.49,1
15596493,0,1
15704483,0,0
15598846,58781.76,0
15629244,159453.64,0
15765537,142721.52,1
15729975,167795.6,1
15682773,128345.69,0
15688007,165260.98,1
15574331,118233.81,1
15645572,0,0
15742854,0,0
15575417,143452.74,1
15796721,145018.49,1
15734942,82407.51,0
15664772,79460.98,1
15576683,0,0
15682563,126473.99,0
15650889,133537.1,0
15612108,164978.01,1
15761132,128029.72,1
15645511,97403.18,1
15609824,176845.41,0
15640268,0,1
15645778,81589.04,0
15691104,119507.58,0
15714567,0,0
15777826,94443.77,1
15668445,0,1
15576162,92199.84,1
15778135,0,0
15613141,135756.96,1
15635435,120633.42,0
15596552,134542.73,1
15623644,0,0
15683403,0,1
15615029,0,1
15769005,154344.49,1
15746326,0,1
15722364,189026.53,1
15704954,120764.08,1
15694409,97975.82,1
15754068,0,1
15683841,113270.2,1
15789095,0,1
15719958,124548.99,1
15689514,201696.07,0
15621353,0,0
15627232,114203.47,1
15745843,0,1
15722902,125437.64,1
15791767,0,0
15792722,64897.75,0
15723006,0,1
15771942,135555.66,0
15774738,107764.75,0
15574004,117307.44,1
15587233,73700.12,1
15808228,60603.4,1
15682834,40169.88,1
15571752,92041.87,1
15743067,130483.95,0
15714466,0,0
15617982,0,0
15696637,151097.28,1
15690647,67563.31,0
15672756,112808.18,1
15704586,0,1
15674526,86459.8,1
15775295,118633.08,1
15684196,159441.27,0
15727281,0,0
15787835,125212.65,1
15730540,88656.37,0
15646276,146033.62,0
15582180,120268.13,1
15697095,0,0
15748797,0,0
15754796,135070.58,1
15628947,0,0
15775546,0,0
15670481,122550.05,1
15619029,0,0
15613282,130306.49,0
15721487,0,1
15797276,90350.77,0
15612494,128747.69,0
15629617,126873.52,1
